st;course1_3;course1_4;course2_2;statement1;statement2;gender;profile;living
344108;7,52372447122363;5,4;9,84165331584024;6;6;2;1;1
344109;6,89825283228494;6,2;3,5538248894558;7;2;1;2;0
344110;1,85866564095123;2,9;5,34003286293332;1;4;2;1;0
344111;2,20236645429843;1;5,06756527083352;6;2;1;2;0
344112;5,71899367086513;6,4;6,22276172977795;2;1;1;1;1
344113;1,20205431037559;4,2;3,90187174579708;7;3;2;1;0
344114;8,56206326755003;10;7,76700877917472;4;5;1;1;0
344115;5,45485670022932;4,1;6,45061331388774;5;4;1;1;1
344116;6,2061192779731;8,2;7,77240850899894;6;6;1;1;1
344117;5,30133108050834;6,8;3,87882481474264;7;2;2;4;1
344118;3,18493781540476;2,3;6,22958594938351;6;4;2;1;0
344119;4,08161352009065;3,8;2,52806388152239;1;7;1;1;0
344121;6,92901636646127;6,5;6,50149059051217;3;2;2;1;0
344122;4,65046587997891;2,1;7,1424833555293;2;5;1;1;0
344123;3,97248546365638;2,6;3,43397823198282;6;2;1;2;1
344124;6,10417083037951;1;5,16302618727273;6;3;1;1;0
344125;2,61666780669073;3,6;2,91300058263464;7;1;2;1;0
344126;1,15821739669711;1;4,5488866913316;5;3;1;2;0
344127;6,17158316220084;4,9;8,1432108622808;1;5;2;3;0
344128;7,99458573259926;7,9;4,76255536338094;1;2;2;2;0
344129;4,04819760519425;4,3;6,79868010153326;2;1;2;3;1
344130;4,28654573302986;5;5,7428253913341;3;3;2;2;0
344131;5,45565193774876;3,9;2,63552834981487;4;5;2;2;1
344132;,985031095634797;5,8;3,54993243654972;3;2;2;2;1
344133;4,41036755729037;5,3;6,69670487711948;5;2;2;2;0
344134;3,28631810508944;2,9;5,43851518850112;7;1;2;4;0
344135;4,89331058489976;8,5;5,81562519217787;12;5;2;1;0
344136;0;2,3;5,82849176372766;6;7;1;1;1
344137;7,83369567774365;6,5;7,20202551490594;6;5;2;1;1
344138;0;1;6,44690951656609;7;5;1;1;0
344139;3,75644882397605;7,2;1,89341510863411;5;3;2;1;1
344140;,740945463420713;2,5;3,02696175555244;6;6;1;1;1
344142;6,72129970300326;5,7;6,99124635217182;1;5;1;1;0
344143;4,13632535094286;5;4,62776625646529;1;3;2;2;1
344144;4,39060974388438;7,3;3,67742423413427;7;2;1;1;1
344145;4,08212032106615;5,4;1,94661647659297;6;4;1;1;0
344146;2,69089810889251;2,2;8,01316522039465;5;4;1;1;1
344147;3,1066513106373;2,1;2,13461376898988;6;4;1;2;1
344148;2,7295933093835;3,3;2,78448140523926;7;1;1;1;1
344149;1,45172163162292;1;5,34834296653076;5;1;1;2;1
344150;9,53449969754183;9;4,840645518712;3;6;1;2;0
344152;4,10315763353432;2,3;3,1739902151253;1;5;1;2;1
344153;3,9087137787048;4,1;3,17294612018491;7;1;2;3;1
344154;5,48002158530412;4,1;6,87102621422576;7;3;2;2;0
344155;2,96343157931814;4;3,8549748037653;4;1;1;1;1
344156;9,9;7,5;4,30547387483894;4;6;2;1;1
344157;4,64832609133743;5,9;6,56248525577419;6;1;1;2;1
344159;3,53520881623049;2,4;6,38449835686121;1;6;2;2;1
344160;5,98622168656717;1,7;8,22242966951494;1;3;2;3;0
344161;7,9488490525099;8,8;3,45633757422309;7;3;1;2;0
344162;4,7882916826472;3,4;6,40331598591101;3;4;1;2;1
344163;2,20551611367078;4,2;4,42696996148425;1;6;2;1;0
344164;4,42462397062408;4,7;7,55838965274554;2;3;2;3;0
344165;5,84305236322025;5,9;4,45881232167825;4;5;2;3;1
344166;1,71576544661863;2,5;5,40997116801008;2;4;2;1;0
344167;6,35127584254225;5,4;4,6474227063311;5;1;2;1;1
344168;6,11731118636783;5,4;3,71355286201653;5;7;1;1;0
344169;4,40528986866816;2,3;0;5;2;2;1;0
344170;4,52285742894642;4,1;4,90022771692711;7;3;2;1;0
344171;1,39919693662945;2,4;5,53743338522823;1;7;2;2;0
344172;2,07841495637614;1;2,9723537820393;1;5;2;3;0
344173;7,55488919526921;6,1;4,67382632833826;3;4;2;2;1
344174;3,50038380186549;3,1;4,30889957449676;6;1;1;1;1
344175;4,71618170457227;1,7;5,41666883831287;7;2;1;2;0
344176;5,05287521630327;3,9;4,81321908347713;6;5;1;1;0
344177;5,82734940179834;8,6;4,05594444253107;5;7;1;2;1
344178;2,746446480031;4,1;6,67532456816611;5;2;1;1;1
344180;3,74453502922339;6;7,88880473444325;5;7;1;3;1
344181;6,37833880386474;9,3;5,26813075170354;6;5;1;1;1
344182;1,43916193405605;1;1,92189865813493;7;5;2;2;0
344183;4,292612987078;3;4,34410079599414;5;2;1;2;0
344184;6,90857606849994;8,2;8,2744004556153;7;1;1;1;0
344185;0;1;3,67894776521374;3;7;1;2;0
344186;5,56072965352889;4,7;6,37567148031984;5;1;2;1;1
344187;1,40342548877791;1;4,66687471560065;3;6;2;3;1
344188;4,76512287685611;6,3;6,89037385630722;7;4;1;1;1
344189;7,0388412278017;7,6;7,20166096013839;1;4;2;1;1
344190;9,71444372744715;9,9;3,35682170878771;3;5;2;4;1
344191;1,38317822209415;7,4;6,56492143967785;7;5;1;1;1
344192;5,94367975927569;5,9;6,90222315917062;1;4;1;1;1
344193;5,72516839650787;6,7;8,76850706729815;1;1;1;1;0
344194;2,01157116393728;3,2;4,75724848791059;6;2;1;2;1
344195;2,6144573616483;1;4,10401774349932;4;1;2;2;0
344196;5,61988174559959;6,1;9,97847552072262;3;6;1;2;1
344197;7,49821837397308;6,8;3,80607255103257;1;1;1;2;1
344198;9,9;10;9,38389749499083;7;6;1;1;0
344199;3,49860008227991;1,3;3,44145477231931;6;1;1;1;0
344200;7,79318269348156;7,8;5,72989233102399;2;2;1;2;1
344201;0;1,4;4,59340562658006;3;7;2;3;1
344202;7,24349153193153;6,8;8,04364108800888;3;1;2;1;1
344203;3,78479361704148;4,4;7,03840763755094;3;5;1;2;1
344204;2,96667343634484;6,7;4,42389480599002;5;6;2;1;1
344205;3,76524351772553;3,9;4,54524336136908;6;3;2;1;1
344206;5,78795270622121;5,9;5,50047992864395;3;5;2;3;0
344207;5,8030532148972;8,4;7,10056120205891;4;7;1;2;1
344208;2,12727789040731;1,8;4,14833715255163;7;1;1;1;0
344209;3,23261797866072;2,6;4,48970471617161;5;3;2;1;0
344210;5,36532848366112;3,4;4,21829729605377;1;5;2;1;1
344211;2,20838187338297;3;7,11685358296895;4;5;1;1;1
344212;4,81352960160704;1;5,95641051021633;7;1;2;2;0
344213;6,2260442320266;8,7;5,77713045866668;99;4;2;1;1
344215;4,11466314348126;3,7;5,54409119976576;1;3;1;3;0
344216;6,16215389282876;5,3;6,11922902120642;7;2;1;2;0
344217;6,1055277855293;4,9;4,61941872104228;5;3;1;3;0
344218;5,14297790626253;2,3;9,9;3;3;1;2;1
344219;3,86870125028021;3,6;3,37927826020996;1;1;1;2;0
344220;6,4064177916821;8,1;1,91666748425354;3;1;1;1;1
344221;1,58879910416831;1;4,58551313608736;1;4;1;1;0
344222;6,40127543607984;4;7,79402537570797;7;6;2;3;1
344223;1,74131118642301;1;4,41924060870551;5;7;1;2;0
344224;7,28695218511706;9;4,06827814414289;4;4;2;1;0
344225;5,43155756042272;6,2;5,77724202084231;5;5;2;3;1
344226;4,34351157905408;6,2;2,81729126647435;7;3;1;1;0
344227;8,39323244134754;6;5,88397535687132;4;2;2;3;0
344228;4,73035071768714;5,3;3,23791063757232;6;2;1;1;1
344229;2,20742791621395;2,9;4,67016786152574;3;3;2;4;1
344230;4,51163515784586;6,9;4,26827199702334;6;5;2;1;0
344231;4,72854317262964;2,4;3,83271983240192;3;7;2;1;0
344232;6,1648850784113;4;3,86409348115905;2;2;1;3;1
344233;7,63063129045907;8,1;3,94222636000372;2;5;1;1;1
344234;4,55929408122391;5,6;3,76050181302588;6;5;1;1;0
344235;5,43840395191613;5,6;4,82701384332898;6;3;2;2;1
344236;2,28963753210087;7,3;7,19395668049626;3;7;1;1;0
344237;4,26863717736161;2,7;6,17604989354043;5;5;2;1;0
344238;5,52940116858682;5,6;2,25499377354932;7;3;2;2;1
344239;2,52131638581639;3,7;5,56016806479884;7;3;1;4;0
344240;6,73791311149525;4,4;4,04172451778836;4;2;2;2;1
344241;2,88095168756856;3;5,57495437033766;4;4;1;1;0
344242;1,75989700184982;1,3;2,56977869729663;6;2;1;1;0
344243;4,50800531762958;5,1;4,62608556074836;5;4;1;2;1
344244;1,22721312057319;1;4,23318848291059;7;7;1;1;0
344245;9,9;9,1;4,31854924519188;56;7;2;1;1
344246;2,92838643400635;4,6;4,82995199671473;3;5;2;2;0
344247;2,55487041263046;2;5,40209284808763;3;3;2;2;1
344248;4,00618288369991;2,2;4,15808221494209;4;1;1;3;1
344249;6,21844661642369;7,9;4,56632520797286;6;1;2;3;1
344250;4,13675412722342;1;2,00698078253428;4;7;2;2;0
344251;3,59392389408046;4,1;4,60416265650808;7;7;2;1;0
344252;3,68837731402033;3,6;4,60037701357918;1;7;2;2;1
344253;7,09705790334788;6,4;3,93975087366218;3;6;1;1;0
344254;3,0474236113762;1;8,10617782716341;5;1;1;1;0
344255;2,51278485405113;2,5;4,0045940364631;5;3;2;1;0
344256;8,26831096555653;7,8;3,93730807858288;2;2;2;3;1
344257;5,1451878407484;5,5;5,03996930319035;5;2;2;1;0
344258;5,57504396395536;7,9;7,35224490358094;4;2;1;1;0
344259;2,78857241768019;4,7;3,59835866444001;1;5;1;2;1
344260;4,22018375508309;2,1;2,32513551601886;4;2;1;3;1
344261;8,35599671565456;8,8;6,77338403200823;6;1;1;1;1
344262;4,43060523512336;4;4,00471951217288;3;2;2;2;0
344263;4,99885088124405;6,9;6,14308332936387;7;1;2;1;1
344264;4,80607125155566;4,7;7,5722170733751;1;1;2;1;1
344265;7,02119200921357;8,1;4,05157454440352;6;7;1;2;0
344266;7,74464364107282;8,7;4,94574379482877;7;6;2;3;1
344267;6,72670438367466;6,1;5,58298476240244;3;1;1;1;0
344268;7,91815505070449;9,8;5,3956734051613;7;3;2;1;0
344269;2,69740706581558;6,3;6,48752626192039;1;3;1;2;1
344271;9,53454843132452;8,6;5,23371305294365;5;2;2;1;0
344272;6,93596405466212;4;3,59600208557658;7;6;2;1;0
344273;2,30009744955336;1;6,97963082645211;2;7;2;1;0
344274;5,60642336731079;7,4;5,91849190660693;3;4;1;3;0
344275;7,20216071168275;8,9;9,9;2;1;1;3;0
344276;3,93091005344747;4,8;5,7803480901903;5;2;1;4;1
344277;6,22626633971879;5,9;7,22516760794972;6;7;1;1;1
344278;3,47873811822484;5,9;3,69902037808598;3;3;1;3;1
344279;3,04027023193314;6,8;4,05120153559345;4;4;1;2;1
344280;7,19998524808363;6,7;5,60777880825214;3;6;1;1;1
344281;3,46426442786938;3,1;7,3283502184295;6;1;2;2;0
344282;3,54226955059;3,3;3,47053056247502;3;6;2;1;0
344283;5,65448952302098;6,4;4,77819040874114;1;7;2;2;1
344285;5,24019193790521;2,6;4,41363697154447;1;4;2;3;0
344286;5,58254663685834;6,5;6,29323463849195;3;3;1;1;0
344287;6,40677991024727;6,8;3,28325766747357;6;2;2;1;1
344288;9,47458435716709;9,8;6,12970436285638;4;2;1;1;1
344289;5,83761722512583;8;7,52685926102651;4;4;2;3;1
344290;7,51629275464397;6,5;4,55017746719171;2;6;1;1;0
344291;2,25837163121939;1;5,73720122588993;4;5;1;1;0
344292;6,28400481128188;4,8;8,07500122700955;3;5;1;1;0
344293;1,16691014881177;1;5,0901084221814;3;7;2;2;1
344294;2,86873385941787;2,8;5,11375935005317;4;5;2;1;1
344295;6,44921886697295;8,5;8,77188690295652;7;4;1;2;1
344296;7,98070167517424;4,1;4,41815931164958;2;3;2;1;1
344297;3,53368198281242;2,8;4,31136693894162;4;3;2;3;1
344298;3,92215061925585;3,6;6,73726012154209;7;1;1;3;0
344299;3,15159217677291;3,4;5,49520271382559;7;6;1;3;0
344300;1,34813241000603;6,8;5,32294189651682;6;5;1;1;0
344301;6,57497817664019;6,7;1,59018168837268;3;3;1;2;0
344302;7,67062270732298;9;9,9;1;6;2;1;0
344303;7,04251699567917;9,5;6,59523760731506;2;5;2;2;1
344304;1,21321701423043;1;2,50770531571937;4;7;1;2;0
344305;4,59708154305293;4;3,37897238270272;2;1;1;1;1
344306;4,24770837304187;3,8;8,30929772667906;4;6;1;2;1
344307;5,75469727819717;4,3;9,9;4;5;2;2;0
344308;2,32230553013023;3,8;7,68354965707506;2;2;1;1;0
344309;8,40647475336895;7,9;6,27882224241139;2;7;2;2;0
344310;7,44658230834205;7,4;5,19110575354428;6;3;1;1;0
344311;2,62486494774374;1,7;7,28775353176063;2;5;1;1;0
344312;4,2417358904878;2,9;2,37277412298752;4;7;1;1;0
344313;4,72848361883949;8,9;5,19704029395113;4;5;1;1;0
344314;5,12180265441787;7,2;4,637296055734;4;6;2;3;0
344315;1,76162802918693;1;0;5;3;1;2;1
344316;4,86734552139831;5,1;6,23579514287401;6;7;2;2;0
344317;3,95129678512482;6,6;8,59593041695351;6;1;1;2;0
344318;6,0652690534489;4,9;1,6848046908948;4;6;1;1;1
344319;1,27271660001088;1;4,15640777033233;5;1;1;1;0
344320;4,5242378720995;1;5,70444670119029;2;4;2;1;1
344321;4,95055208505281;5;3,72598384302669;1;5;2;2;0
344322;3,49698550191469;2,6;4,41568805964939;2;3;2;2;1
344323;4,89296578095407;7,2;2,9996862353681;3;7;2;1;1
344324;3,94129380008103;1;5,53661116833175;1;4;1;4;1
344325;5,71381780250029;4,8;7,11275464087825;1;4;2;1;1
344326;5,12021684733276;10;4,37144749261417;4;2;1;1;0
344327;3,09077830017255;1;3,48979511871988;6;2;1;1;0
344328;2,32836317233612;1;2,89320328217256;6;2;1;1;1
344329;6,89754126756846;6,1;7,02193739256578;5;4;1;1;0
344330;9,02826870758659;10;7,32557205128212;7;4;2;2;1
344331;7,68047500785551;6,1;4,30021638461031;1;1;1;1;0
344332;7,49695602174122;9,4;8,16116607170968;4;2;1;1;1
344333;3,23108315300088;1,6;4,0080766425851;1;3;2;2;0
344334;2,40862936497163;3,9;7,03983931634065;7;7;2;1;0
344335;6,94262112823525;6,8;6,12032302766788;5;5;2;3;1
344336;4,79186669027224;2,6;4,75264158822927;1;5;2;2;0
344337;4,0626134154859;3,3;7,54085378702394;3;6;2;2;0
344338;2,29174368261847;2,5;7,78324418019207;5;1;2;1;1
344339;4,44374184925647;3,4;6,39132880095239;1;4;2;2;1
344340;5,23767021448856;4,8;5,47971037734867;1;4;1;1;0
344341;3,55282017938234;2,6;7,10810946560382;3;2;2;2;0
344342;5,14015613297479;8,6;7,61532972572183;2;1;1;2;0
344343;4,51549669173927;6,5;6,90747611800137;6;5;2;1;1
344344;3,93657848855583;3,2;6,14319774926878;6;2;2;1;0
344345;7,87470331953569;9,1;7,00038152301741;1;7;1;2;0
344346;4,56046894149952;5,6;6,60549883221497;4;4;2;2;0
344347;7,51623768854248;10;5,23402866610097;2;6;1;3;0
344348;5,00031263288298;4,5;1,86082022686211;2;1;2;1;0
344350;7,55126927073724;6,8;4,15683401262044;3;3;2;1;1
344351;4,93531307104035;5;6,54151765939996;7;3;2;1;1
344352;3,09872658298162;3,6;5,03877568684045;1;3;2;3;1
344353;4,28668940926817;4,6;5,04969879529157;2;2;2;2;1
344354;1,57289603636942;1,3;6,04172872873616;2;2;2;1;1
344355;2,95669526031022;2,1;7,87397795949254;2;3;1;2;0
344356;4,39586433361291;4,5;4,83487532301356;1;3;2;1;0
344357;5,12811303510313;6,3;6,30567317765481;7;7;1;1;0
344358;0;1;2,56444512641792;7;6;2;1;0
344359;2,7252470796274;5,5;7,0642676908281;3;3;2;1;0
344360;3,51445395869463;1,3;5,47663743281762;4;1;1;1;1
344361;3,42156482420995;7,6;1,82835853289862;4;7;2;3;0
344362;3,58353990353737;4,3;7,16959728499463;4;2;1;1;0
344363;4,52595741680485;7,1;4,87177584804973;56;2;1;1;1
344364;5,33195280852832;5,9;3,63021490189424;2;4;2;3;1
344365;1,33488018248688;3,8;6,85996072273727;2;6;2;3;0
344366;4,42254507065324;3,8;2,71643753499771;1;5;1;3;0
344367;7,97449449535286;8,4;7,08863435997855;5;6;2;4;0
344368;6,85152207538197;2,4;6,40983384799502;1;2;1;3;1
344369;5,01998392617333;5;5,11527249373828;6;3;1;3;0
344370;4,32668772113955;1;6,68186014766765;5;7;2;1;0
344371;3,65749871615424;8,2;4,64355689824906;6;3;2;1;0
344372;2,97921283223786;3,9;4,29240697024515;6;3;2;4;1
344373;4,77466245454571;4,3;8,48115801410938;23;4;1;1;0
344374;6,68291724150346;9,9;3,76274866269875;2;4;2;1;1
344375;,55537354211102;2,1;6,94812348009517;7;5;2;2;1
344376;4,53737705098641;7;5,8948969582902;6;4;2;1;1
344377;2,96896346641729;6,4;6,18893989725878;6;6;2;3;0
344378;,427998311682681;1;4,99290750302778;5;1;2;1;0
344379;6,55273447160043;7,4;8,3852035204033;2;6;1;2;1
344380;3,48431606269783;3,9;6,7671891055754;7;3;2;2;0
344381;5,05988927350524;6,5;9,09384328374831;1;6;2;3;0
344382;3,90492660575217;4,4;6,55483678232294;5;2;2;1;0
344383;2,95791818307627;2,1;4,77550406031328;1;4;2;1;0
344384;5,61036206200191;8,3;8,89614477554012;5;5;2;1;1
344385;8,62326891794094;5,8;4,57251714124182;7;4;2;1;0
344386;3,91472586841295;5;5,02663314279315;5;7;2;2;0
344387;4,32843222494047;4,4;3,38896815644785;4;4;2;2;1
344388;2,12389695751464;2,6;7,88383146994306;2;4;2;2;0
344389;3,61681954241984;3,1;3,15038636854859;2;6;2;1;1
344390;4,10172597550345;3,3;6,40427046019121;3;7;2;3;0
344391;6,35443960161867;4,7;2,96102958084646;6;7;2;4;0
344392;2,50212699069008;1;9,32268338707885;6;7;2;1;0
344393;1,78060491512315;3,2;4,5824827013176;5;3;2;1;0
344394;1,36207140311237;1;6,33518229490711;2;2;2;1;0
344395;3,48270691688289;6,8;6,80925179519578;2;4;2;3;0
344396;1,18266268842431;2,5;4,03787944768524;3;4;2;3;0
344397;7,00199018590892;8,7;3,47360449400358;6;5;2;1;0
344399;5,98132010168163;5,4;6,49605135153555;2;7;2;1;0
344400;2,79277679751298;3,2;5,7584893602917;2;7;2;3;1
344401;3,46463423054064;3,9;3,9151991944077;3;1;2;1;1
344402;3,0610077654703;1;6,60850110706265;4;1;2;2;0
344403;6,28172773454179;4,1;6,85243999567108;7;5;2;2;1
344404;2,4998727385499;1;7,71227675992445;3;3;2;3;1
344405;,675834725443659;1;5,84519985782576;5;7;2;1;0
344406;7,49766689961344;7,2;3,5869508171245;4;2;2;1;0
344407;4,20465003960271;4,8;5,76626426644652;4;1;2;1;1
344408;1,62853994969135;1;,414501617200533;7;5;2;2;0
344409;5,77168382043392;2,7;4,74344105551921;7;5;2;2;1
344410;1,92402164537379;6,2;8,40664201910963;2;4;2;2;1
344411;5,95584465809429;7,7;8,81130412026216;6;5;2;2;1
344412;6,49535146532883;10;5,36096233051374;2;6;2;2;1
344413;5,51717847933889;3,7;4,66554192713794;4;3;2;1;1
344414;6,36213901712457;6,9;6,63390149327132;7;6;2;3;0
344416;1,82776384442684;4,8;9,89851862926768;4;6;2;2;1
344417;4,07275551642639;3,4;1,68026955450006;3;3;2;1;0
344418;5,29575184232998;7,9;2,79730963461067;3;4;2;1;1
344419;9,9;3,4;4,96592859804484;3;5;2;2;1
344420;2,22703987219546;1;4,1926338689904;6;7;2;1;0
344421;7,45111275033362;5,4;7,51290443082804;1;6;2;2;0
344423;3,71895307810521;4,4;5,66196760171309;2;2;2;1;1
344424;1,25636692219913;3,3;2,36364499653459;1;6;2;1;0
344425;4,22968295399143;1;4,61903500209052;3;7;2;3;0
344426;3,19611558572007;5,2;9,54063664482365;7;3;2;1;1
344427;5,1305225676406;7;6,00112474333985;4;2;2;3;0
344428;2,63741369242266;4,6;8,61730980643014;6;5;2;2;1
344429;3,70730246796757;5,1;6,36869278190296;3;4;2;2;1
344430;8,05915749913857;7,7;5,71216478758769;6;1;2;2;1
344431;6,11274700989011;5,8;4,48036082966044;6;3;2;2;0
344432;4,66084067177975;6,1;3,65795966408224;1;6;2;4;1
344433;2,71044726725567;2;1,60006885028722;5;5;2;3;0
344434;4,9809838121234;6,4;4,78083138002709;5;6;2;2;1
344435;4,10508228578541;6,5;2,30456500119637;5;4;2;2;1
344436;4,77507322969236;5,7;3,25905949413414;7;2;2;4;0
344437;7,10057999861205;10;3,69478350405412;7;1;2;3;0
344438;,837462864446424;1;4,19568871602527;2;6;2;2;0
344439;2,9528694892671;4,1;7,16295893210591;4;5;2;3;0
344440;8,63367410344535;10;4,853441444162;6;4;2;2;0
344441;8,06991483214338;8,8;4,59738379713093;4;4;2;1;1
344442;8,39930780097096;9;4,10326525299795;2;5;2;2;0
344443;5,70488336104104;6,2;4,69721449836419;4;6;2;2;1
344444;3,6985323609733;4,3;6,592829106185;4;6;2;1;1
344445;3,78330392322902;2,6;6,54737953248713;1;4;2;1;1
344446;2,51801529808656;1;3,76833644942752;3;3;2;2;0
344447;4,24171788339135;4,3;6,18838665953832;6;7;2;2;1
344448;4,40949100771173;4,2;4,87243084278691;1;3;2;2;1
344449;4,66611812005064;5,7;6,07961408840576;3;3;2;2;0
344450;2,85779511414995;1,7;6,03708881464786;5;1;2;1;1
344451;7,66043952724366;4,6;4,3474491280243;1;2;2;1;0
344452;3,61563357890817;3,8;3,99687091537342;2;4;2;2;0
344453;2,63114270749856;1;7,06107962316873;4;6;2;2;1
344454;4,21621943088899;1,9;5,66207502959845;7;2;2;2;0
344455;6,77734449574005;6;3,05718965615006;2;3;2;1;0
344456;5,38670042398287;4,6;6,69219040550604;7;6;2;3;0
344457;6,40507813626229;6,3;7,87494133881825;7;4;2;1;0
344458;4,86373527915583;5,7;5,11868615720609;6;3;2;1;1
344459;6,07622230881093;8,2;3,51162403449945;3;5;2;2;0
344460;0;1;6,51489269939384;3;5;2;4;0
344461;3,72579128390818;1;7,63107609089826;3;6;2;1;0
344462;5,52023229095407;6,6;4,25210998263959;2;3;2;2;0
344463;5,53564194651164;5,4;5,22550543950939;6;7;2;2;0
344464;2,95558342268572;1,6;6,98294260335542;6;3;2;1;1
344465;6,17219252686773;1,3;4,84354744738609;4;5;2;2;0
344466;4,66182178555193;3,5;4,55602425386591;2;6;2;1;0
344467;6,25774170910329;6,5;4,1775540020465;7;4;2;3;0
344468;2,20850154177435;1;6,61715270970668;4;2;2;1;1
344469;2,49179888807903;3,4;6,34900504114373;7;3;2;1;0
344471;4,23630316638226;3,9;9,28982071276086;2;3;2;2;1
344472;2,57631700661091;1;3,51834225619231;12;2;2;3;1
344473;3,1928752823584;3,4;3,53096750525148;1;6;2;1;1
344474;6,27687379398774;6,5;1,96317807978289;5;7;2;1;1
344475;6,68149682967055;3,7;7,37805410051018;2;6;2;1;0
344476;3,35522538850405;1,9;9,07216474136034;2;7;2;2;1
344477;5,61022682401949;5;6,51247852055191;5;1;2;1;0
344478;5,1676771967664;4,6;2,06690799400042;6;3;2;1;0
344479;5,05473223660921;4,5;2,07638358368725;2;4;2;1;1
344480;8,97678007968877;5,1;5,35899632886301;7;2;2;3;0
344481;5,38603171598687;6,6;7,72799713205601;7;4;2;1;0
344482;2,48875653879055;4;8,63099671053661;7;7;2;4;0
344483;4,95072245420139;6;2,9430682499076;6;2;2;1;1
344484;6,65537579980138;8,6;5,51867718379706;5;4;2;1;0
344486;4,72732148312631;1,9;2,34117421516126;6;1;2;3;1
344487;,652257041210435;2;6,15120900365245;2;2;2;1;1
344488;4,17526069003694;4,4;4,93951469736137;4;6;2;1;0
344489;2,62345729825801;6,5;1,27123204724118;2;3;2;1;0
344490;6,15003883525715;7,1;1,62599599837946;7;2;2;1;0
344491;3,13060606215359;1;4,53715989036481;3;3;2;2;1
344492;6,2876726536183;6,5;7,18272085604544;2;7;2;3;1
344493;9,75406201298141;8,8;8,79026147616062;3;4;2;2;1
344494;4,55752936779246;2;1,55900305805512;3;6;2;3;1
344495;3,78514485604438;1,6;7,77613162046256;6;4;2;1;1
344496;4,94363989475665;8,3;3,89852595127502;2;3;2;1;0
344497;5,78079532290806;2,2;5,0465540109487;3;6;2;2;0
344498;2,98695325058824;2,6;5,2757509131811;2;4;2;1;1
344499;5,2011629974321;8,2;2,35658749623651;6;7;2;2;1
344500;3,65350254291981;5,5;8,85601165913019;1;6;2;2;0
344501;3,59071404406628;6,3;6,6626635339299;1;7;2;1;0
344502;3,35320161702629;3,3;7,25369111403212;7;5;2;2;0
344503;5,96122345656523;8,4;5,85187636987736;5;3;2;1;1
344504;2,92893414075652;1,5;6,23900610611488;5;7;2;2;0
344505;4,65759134927383;2,8;2,26002871228764;7;3;2;3;1
344506;2,80715762636133;4,3;5,43072021758707;7;5;2;2;0
344507;2,70933523655337;3,1;5,3305475903649;6;6;2;1;1
344508;6,94543764086554;3,2;7,2043275974321;5;1;2;1;0
344509;5,52746051939275;7,7;8,99519992692458;6;3;2;2;0
344510;2,38976670550822;2,7;5,38767180644457;7;3;2;1;0
344511;4,47602990958314;4,9;4,16408922835583;3;5;2;1;1
344512;4,67160065866516;5,4;4,69052090904882;4;5;2;1;0
344513;7,23341537292089;5,2;1,7588868521611;5;6;2;1;0
344514;6,1299763883198;6,9;5,87971051640719;5;2;2;3;0
344515;2,83173710719228;2;5,54742492176618;1;5;2;3;0
344516;5,05180887951965;6,5;4,35917856601591;4;6;2;1;1
344517;2,701799898953;2,3;4,31894077213203;3;7;2;2;0
344518;,554783352164401;1;4,4937876842531;7;4;2;3;1
344520;1,86239850134735;1,1;0;5;5;2;1;0
344521;3,2220568437021;6,6;4,89073461279075;6;4;2;2;1
344522;4,11820312952711;2,1;6,09302760890195;7;7;2;2;0
344523;5,33726499036677;7,8;6,11150079234227;4;1;2;1;1
344524;7,1903152077763;4,2;6,53384006880613;6;2;2;1;1
344525;6,39476836691749;6,9;5,29109236795784;5;7;2;3;0
344526;5,27937051349862;1,9;6,26108008894534;3;4;2;2;0
344527;7,88374722478173;7;7,45075868951966;7;1;2;2;1
344528;5,03547082131445;5,8;5,30288090336658;2;7;2;2;0
344529;6,66625366943408;7,6;7,42772643454588;7;1;2;1;1
344530;4,34483980955406;1;5,36354474828948;2;6;2;2;0
344531;4,24084852505373;7,1;5,74622935559891;6;5;2;2;1
344532;5,12426838515684;9;3,10130828460096;1;3;2;2;1
344533;3,04211706608839;4,1;2,8422266213217;3;6;2;1;0
344534;5,34613913218632;6,2;4,73641552271539;7;2;2;2;0
344535;4,1813435446857;2,9;6,13139508390232;6;6;2;1;0
344536;6,56380372346616;7,3;4,72069434660182;4;3;2;1;1
344537;4,70021050769482;3,1;6,27687660544643;4;1;2;1;1
344538;2,12908553182709;1;4,90628244500415;7;7;2;2;1
344539;5,47486785224801;4,6;7,40340215752009;5;1;2;1;0
344540;3,19995665487663;2,7;8,41401928008001;6;1;2;2;1
344541;1,63663231620523;1,3;4,09469237160217;7;6;2;2;0
344542;4,12301901091164;3,4;2,1340315675385;6;1;2;1;1
344543;6,27453252539619;7,7;5,23306095840309;4;3;2;1;1
344544;6,18694518165007;5,6;6,02531427281413;1;3;2;1;0
344545;7,78414514453944;6,1;2,5095515031085;3;7;2;2;1
344546;6,92362504892019;4,7;6,50477920205811;6;7;2;2;1
344547;4,04878177385513;6,5;3,62592933292937;6;7;2;3;1
344548;5,19280061209166;8,5;6,05613118614093;3;2;2;3;0
344549;3,62578496866163;5,5;5,27990398112401;2;4;2;1;1
344550;4,22612262315458;3,7;3,22417207750333;6;4;2;4;1
344551;5,01645533616374;4,3;7,07397525785072;4;6;2;2;1
344552;3,46259809925149;4;5,01362908310031;4;2;2;1;0
344553;3,83155531438268;4,7;3,6124812171109;3;6;2;2;1
