"","folder","name","question","Item Type","Section","Type","Program","Language","Level","ID","SectionShort","date"
"3606","Inferential_Statistics/uva-bayesian-statistics-969-en","uva-bayesian-statistics-969-en","
Last week Marja went to her family doctor for a medical examination. This morning her family doctor told her that the result was positive with respect to regarding the disease *D*. In 95% of the cases this test is accurate. In other words if someone has disease *D* it is detected in 95% of cases it is detected with a positive result. And if someone does not have disease *D* this also yields a negative result. One in 1000 women with the same age as Marja have this disease. Let's take the events \
* *D* = The disease *D*,）.
* *P* = The test with the positive result. \ Then what is the probability P(*D* and *P*) that Marja has the disease *D* and the test is also positive?
Answerlist
----------
* 0,0095
* 0,0025
* 0,0001
* 0,9025
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"English","Statistical Literacy","9583e","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3607","Inferential_Statistics/uva-bayesian-statistics-969-nl","uva-bayesian-statistics-969-nl","
Vorige week ging Marja naar haar huisarts voor een medisch onderzoek.
Vanmorgen vertelde haar huisarts dat het resultaat positief is ten
aanzien van de ziekte *D*. In 95% van de gevallen is deze toets
accuraat. Met andere woorden als iemand ziekte *D* heeft wordt dit in
95% van de gevallen ontdekt met een positief resultaat. En als iemand
geen ziekte *D* heeft levert dit ook in 95% van de gevallen een
negatieve uitslag op. Eén op de 1000 vrouwen met dezelfde leeftijd als
Marja heeft deze ziekte. Nemen we de gebeurtenissen:\
\
* *D* = De ziekte *D*,\
* *P* = De toets met het positief resultaat.\
\
Wat is dan de kans P(*D* en *P*) dat Marja de ziekte *D* heeft en de
test ook positief is?
Answerlist
----------
* 0,0095
* 0,0025
* 0,0001
* 0,9025
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"Dutch","Statistical Literacy","91ca6","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3608","Inferential_Statistics/uva-bayesian-statistics-970-en","uva-bayesian-statistics-970-en","
Suppose it is known that a proportion of 0.002 of Dutch women have disease *D*. There is a test to detect this disease. That test is not always reliable: in 0.04 of the cases in which the affected person has the disease, the test gives the result of no disease. 0.96 of those affected are detected with a positive result. Further : 0.96 of those who do not have the disease get a negative (no disease) result. Marja is told that she has a positive test result.
Set the events:
* *D* = The disease *D*,
* *P* = The positive test result.
Then what is the probability P(*D* and *P*)?
Answerlist
----------
* 0,0019
* 0,0008
* 0,0399
* 0,9581
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"English","Statistical Literacy","ad085","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3609","Inferential_Statistics/uva-bayesian-statistics-970-nl","uva-bayesian-statistics-970-nl","
Stel dat bekend is dat een proportie van 0,002 van de Nederlandse
vrouwen ziekte *D* heeft. Er is een test om deze ziekte op te sporen.
Die test is niet altijd betrouwbaar: in 0,04 van de gevallen waarin de
betrokkene de ziekte heeft geeft de test de uitslag \'geen ziekte\'.
0,96 van de betrokkenen worden ontdekt met een positieve uitslag. Verder
geldt dat: 0,96 van de mensen die de ziekte niet hebben krijgen een
negatieve (geen ziekte) uitslag. Marja krijgt te horen dat zij een
positieve testuitslag heeft. 
Stel de gebeurtenissen:
* *D* = De ziekte *D*,
* *P* = De positieve testuitslag.
Hoe groot is dan de kans P(*D* en *P*)?
Answerlist
----------
* 0,0019
* 0,0008
* 0,0399
* 0,9581
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"Dutch","Statistical Literacy","55c25","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3610","Inferential_Statistics/uva-bayesian-statistics-971-en","uva-bayesian-statistics-971-en","
Suppose it is known that a proportion of 0.002 of Dutch women have disease *D*. There is a test to detect this disease. That test is not always reliable: in 0.04 of the cases in which the person has the disease, the test gives the result ""no disease"" with a negative result. And 0.96 of them are detected with a positive result. Furthermore: in 0.96 of those who do not have it, the test gives a negative result. Marja is told that she has a negative test result.
Set the events:
* *D* = The disease *D*,
* *N* = The negative test result.
Then what is the probability P(*D* and *N*) that Marja gets a negative test result and she also has the disease?
Answerlist
----------
* 0,0019
* 0,0008
* 0,0399
* 0,9581
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"English","Statistical Literacy","ef6d4","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3611","Inferential_Statistics/uva-bayesian-statistics-971-nl","uva-bayesian-statistics-971-nl","
Stel dat bekend is dat een proportie van 0,002 van de Nederlandse
vrouwen ziekte *D* heeft. Er is een test om deze ziekte op te sporen.
Die test is niet altijd betrouw-baar: in 0,04 van de gevallen waarin de
betrokkene de ziekte heeft geeft de test de uitslag \'geen ziekte\' met
een negatief resultaat. En 0,96 van hen wordt ontdekt met een positieve
uitslag. Verder geldt dat: bij 0,96 van de mensen die de ziekte niet
hebben geeft de test een negatieve uitslag. Marja krijgt te horen dat
zij een negatieve testuitslag heeft. 
Stel de gebeurtenissen:
* *D* = De ziekte *D*,
* *N* = De negatieve testuitslag.
Hoe groot is dan de kans P(*D* en *N*) dat Marja een negatieve
testuitslag krijgt en zij ook de ziekte heeft?
Answerlist
----------
* 0,0019
* 0,0008
* 0,0399
* 0,9581
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"Dutch","Statistical Literacy","f0ff5","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3612","Inferential_Statistics/uva-bayesian-statistics-972-en","uva-bayesian-statistics-972-en","
Suppose it is known that a proportion of 0.002 of Dutch women have disease *D*. There is a test to detect this disease. That test is not always reliable: in 0.04 of the cases in which the person has the disease, the test gives the result Òno disease = negative result'. 0.96 of them are detected with a positive result. Furthermore: 0.96 of those who do not have the disease get a negative result. Marja is told that she has a positive test result.
Set the events:
* *G* = No disease *D*,
* *P* = The positive test result.
Then what is the probability P(*G* and *P*) that Marja gets a positive test result and she too has no disease?
Answerlist
----------
* 0,0019
* 0,0008
* 0,0399
* 0,9581
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"English","Statistical Literacy","f8dbc","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3613","Inferential_Statistics/uva-bayesian-statistics-972-nl","uva-bayesian-statistics-972-nl","
Stel dat bekend is dat een proportie van 0,002 van de Nederlandse
vrouwen ziekte *D* heeft. Er is een test om deze ziekte op te sporen.
Die test is niet altijd betrouwbaar: in 0,04 van de gevallen waarin de
betrokkene de ziekte heeft geeft de test de uitslag \'geen ziekte =
negatief resultaat\'. 0,96 van hen wordt ontdekt met een positieve
uitslag. Verder geldt dat: 0,96 van de mensen die de ziekte niet hebben
krijgen een negatieve uitslag. Marja krijgt te horen dat zij een
positieve testuitslag heeft. 
Stel de gebeurtenissen:
* *G* = Geen ziekte *D*,
* *P* = De positieve testuitslag.
Hoe groot is dan de kans P(*G* en *P*) dat Marja een positieve
testuitslag krijgt en ook zij geen ziekte heeft?
Answerlist
----------
* 0,0019
* 0,0008
* 0,0399
* 0,9581
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"Dutch","Statistical Literacy","3adf4","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3614","Inferential_Statistics/uva-bayesian-statistics-973-en","uva-bayesian-statistics-973-en","
Suppose it is known that 0.002 of Dutch women have disease *D* has. There is a test to detect this disease. That test is not always reliable: in 0.04 of the cases in which the subject has the person has the disease, the test gives the result ""no disease = negative result. In other words, 0.96 of them are discovered with a positive result. In other words, 0.96 of the people who do not have the disease get a negative result. Marja is told that she has a negative test result.
Set the events:
* *G* = No disease *D*.
* *N* = The negative test result.
Then what is the probability P(*G* and *N*)?
Answerlist
----------
* 0,0019
* 0,0008
* 0,0399
* 0,9581
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"English","Statistical Literacy","e8e9a","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3615","Inferential_Statistics/uva-bayesian-statistics-973-nl","uva-bayesian-statistics-973-nl","
Stel dat bekend is dat 0,002 van de Nederlandse vrouwen ziekte *D*
heeft. Er is een test om deze ziekte op te sporen. Die test is niet
altijd betrouwbaar: in 0,04 van de gevallen waarin de betrokkene de
ziekte heeft geeft de test de uitslag \'geen ziekte = negatief
resultaat\'. Met andere woorden, 0,96 van hen wordt ontdekt met een
positieve uitslag. Met andere woorden: 0,96 van de mensen die de ziekte
niet hebben krijgen een negatieve uitslag. Marja krijgt te horen dat zij
een negatieve testuitslag heeft.
Stel de gebeurtenissen:
* *G* = Geen ziekte *D*.
* *N* = De negatieve testuitslag.
Hoe groot is dan de kans P(*G* en *N*)?
Answerlist
----------
* 0,0019
* 0,0008
* 0,0399
* 0,9581
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"Dutch","Statistical Literacy","99171","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3616","Inferential_Statistics/uva-bayesian-statistics-974-en","uva-bayesian-statistics-974-en","
Suppose it is known that 0.1 of Dutch women have disease *D*. There is a test to detect this disease. That test is not always reliable: in 0.05 of the cases in which the person concerned has the disease the test gives the result as healthy. And 0.05 of the women who are not sick get a positive result that they are sick. Marja has taken such a test. What are the chances of her getting a positive result get?
Answerlist
----------
* 0,001
* 0,019
* 0,051
* 0,958
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"English","Statistical Literacy","c4859","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3617","Inferential_Statistics/uva-bayesian-statistics-974-nl","uva-bayesian-statistics-974-nl","
Stel dat bekend is dat 0,1 van de Nederlandse vrouwen ziekte *D* heeft.
Er is een test om deze ziekte op te sporen. Die test is niet altijd
betrouwbaar: in 0,05 van de gevallen waarin de betrokkene de ziekte
heeft geeft de test de uitslag \'gezond\'. En 0,05 van de vrouwen die
niet ziek zijn krijgt een positief resultaat dat ze ziek zijn. Marja
heeft zo\'n test gedaan. Wat de kans is dat zij een positief resultaat
krijgt?
Answerlist
----------
* 0,001
* 0,019
* 0,051
* 0,958
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"Dutch","Statistical Literacy","166bb","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3618","Inferential_Statistics/uva-bayesian-statistics-979-en","uva-bayesian-statistics-979-en","
In the population, 2 in 100 people suffer from the disease *F*. Researchers are designing a test that can detect the disease. But this test is not 100% foolproof. The probability of a negative result when the disease is absent is 0.9 and a positive result when present is 0.7. Suppose the events:Ê \
* *A*: someone who has disease *F*,‖
* *B*: the test with a positive result. \ Then what is the probability that the person being tested has the disease *F*, given that there is a positive result?
Answerlist
----------
* 0,014
* 0,098
* 0,125
* 0,800
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"English","Statistical Literacy","bb18f","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3619","Inferential_Statistics/uva-bayesian-statistics-979-nl","uva-bayesian-statistics-979-nl","
In de bevolking lijdt 2 op de 100 mensen aan de ziekte *F*. Onderzoekers
ontwerpen een test waarmee men de ziekte kan ontdekken. Maar deze test
is niet 100% waterdicht. De kans op een negatief resultaat als de ziekte
afwezig is, is 0,9 en een positief resultaat bij aanwezigheid is 0,7.
Stel de gebeurtenissen:\
\
* *A*: iemand die ziekte *F* heeft,\
* *B*: de test met een positief resultaat.\
\
Wat is dan de kans dat de onderzochte persoon de ziekte *F* heeft,
gegeven dat er een positieve uitslag is?
Answerlist
----------
* 0,014
* 0,098
* 0,125
* 0,800
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"Dutch","Statistical Literacy","f811d","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3620","Inferential_Statistics/uva-bayesian-statistics-980-en","uva-bayesian-statistics-980-en","
In the population, 2 in 100 people suffer from the disease *F*. Researchers are designing a test that can detect the disease. But this test is not 100% foolproof. The probability of a negative result in the absence of the disease is 0.8 and a positive result in presence is 0.6. Suppose the events:Ê \
* *A*: someone who has disease *F*,‖
* *B*: the test with a positive result. \ Then what is the probability that the person being tested has the disease *F*, given that there is a positive result?
Answerlist
----------
* 0,061
* 0,120
* 0,160
* 0,480
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"English","Statistical Literacy","abbe5","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3621","Inferential_Statistics/uva-bayesian-statistics-980-nl","uva-bayesian-statistics-980-nl","
In de bevolking lijdt 2 op de 100 mensen aan de ziekte *F*. Onderzoekers
ontwerpen een test waarmee men de ziekte kan ontdekken. Maar deze test
is niet 100% waterdicht. De kans op een negatief resultaat bij
afwezigheid van de ziekte is 0,8 en een positief resultaat bij
aanwezigheid is 0,6. Stel de gebeurtenissen:\
\
* *A*: iemand die ziekte *F* heeft,\
* *B*: de test met een positief resultaat.\
\
Wat is dan de kans dat de onderzochte persoon de ziekte *F* heeft,
gegeven dat er een positieve uitslag is?
Answerlist
----------
* 0,061
* 0,120
* 0,160
* 0,480
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"Dutch","Statistical Literacy","c36a6","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3622","Inferential_Statistics/uva-bayesian-statistics-981-en","uva-bayesian-statistics-981-en","
Suppose P(A~1~) + P(A~2~) =1 and P(B~1~ ) + P( B~2~) =1. Given P(A~1~) = 0.60, P(B~1~|A~1~) = 0.60, and P((B~2~|A~2~) = 0.50. What then is P(A~1~|B~1~)?
Answerlist
----------
* 0,30
* 0,36
* 0,60
* 0,64
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"English","Statistical Literacy","7b8a9","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3623","Inferential_Statistics/uva-bayesian-statistics-981-nl","uva-bayesian-statistics-981-nl","
Stel P(A~1~) + P(A~2~) =1 en P(B~1~ ) + P( B~2~) =1. Gegeven P(A~1~) =
0,60, P(B~1~\|A~1~) = 0,60, en P((B~2~\|A~2~) = 0,50. Wat is dan
P(A~1~\|B~1~)?
Answerlist
----------
* 0,30
* 0,36
* 0,60
* 0,64
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"Dutch","Statistical Literacy","ad2ea","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3624","Inferential_Statistics/uva-bayesian-statistics-982-en","uva-bayesian-statistics-982-en","
Suppose P(A~1~) + P(A~2~) =1 and P(B~1~ ) +P( B~2~) =1. Given P(A~1~) = 0.60, P(B~1~|A~1~) = 0.60, and P((B~2~|A~2~) = 0.50. What then is P(A~2~|B~2~)?
Answerlist
----------
* 0,20
* 0,30
* 0,24
* 0,44
* 0,45
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"English","Statistical Literacy","36544","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3625","Inferential_Statistics/uva-bayesian-statistics-982-nl","uva-bayesian-statistics-982-nl","
Stel P(A~1~) + P(A~2~) =1 en P(B~1~ ) +P( B~2~) =1. Gegeven P(A~1~) =
0,60, P(B~1~\| A~1~) = 0,60, en P((B~2~\|A~2~) = 0,50. Wat is dan
P(A~2~\|B~2~)?
Answerlist
----------
* 0,20
* 0,30
* 0,24
* 0,44
* 0,45
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"Dutch","Statistical Literacy","93d88","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3626","Inferential_Statistics/uva-bayesian-statistics-983-en","uva-bayesian-statistics-983-en","
Suppose P(A~1~) + P(A~2~) =1 and P(B~1~ ) + P( B~2~) =1. Given P(A~2~) = 0.70, P(B~1~| A~2~) = 0.45, and P((B~2~| A~1~) = 0.60. What then is P(A~2~| B~2~)?
Answerlist
----------
* 0,39
* 0,42
* 0,57
* 0,68
* 0,70
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"English","Statistical Literacy","dc889","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3627","Inferential_Statistics/uva-bayesian-statistics-983-nl","uva-bayesian-statistics-983-nl","
Stel P(A~1~) + P(A~2~) =1 en P(B~1~ ) + P( B~2~) =1. Gegeven P(A~2~) =
0,70, P(B~1~\| A~2~) = 0,45, en P((B~2~\| A~1~) = 0,60. Wat is dan
P(A~2~\| B~2~)?
Answerlist
----------
* 0,39
* 0,42
* 0,57
* 0,68
* 0,70
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"Dutch","Statistical Literacy","68273","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3628","Inferential_Statistics/uva-bayesian-statistics-984-en","uva-bayesian-statistics-984-en","
Suppose P(A~1~) + P(A~2~) =1 and P(B~1~ ) + P( B~2~) =1. Given P(A~2~) = 0.70, P(B~1~| A~2~) = 0.45, and P((B~2~| A~1~) = 0.60. What then is P(A~1~| B~1~)?
Answerlist
----------
* 0,12
* 0,28
* 0,32
* 0,44
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"English","Statistical Literacy","30375","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3629","Inferential_Statistics/uva-bayesian-statistics-984-nl","uva-bayesian-statistics-984-nl","
Stel P(A~1~) + P(A~2~) =1 en P(B~1~ ) + P( B~2~) =1. Gegeven P(A~2~) =
0,70, P(B~1~\| A~2~) = 0,45, en P((B~2~\| A~1~) = 0,60. Wat is dan
P(A~1~\| B~1~)?
Answerlist
----------
* 0,12
* 0,28
* 0,32
* 0,44
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"Dutch","Statistical Literacy","7916f","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3630","Inferential_Statistics/uva-bayesian-statistics-985-en","uva-bayesian-statistics-985-en","
A company *A* owns three factories, namely *A*~1~, *A*~2~ and *A*~3~ TRUE where razors of the same type are made. The probability of a defective device at *A*~1~, *A*~2~ and *A*~3~ is, respectively: 0.1; 0.06 and 0.05. During a given period, all three factories together must make 10,000 razors of which 2,000 are made by *A*~1~, 5000 by *A*~2~ and 3000 by *A*~3~. From the total production, an inspector randomly selects a shaver, how likely is it that this device is defective (*D*)?
Answerlist
----------
* 0,015
* 0,020
* 0,030
* 0,065
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"English","Statistical Literacy","f1164","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3631","Inferential_Statistics/uva-bayesian-statistics-985-nl","uva-bayesian-statistics-985-nl","
Een bedrijf *A* bezit drie fabrieken, namelijk *A*~1~, *A*~2~ en *A*~3~
waar scheerapparaten van hetzelfde type worden gemaakt. De kans op een
defect apparaat bij *A*~1~, *A*~2~ en *A*~3~ is respectievelijk: 0,1;
0,06 en 0,05. Gedurende een bepaalde periode moeten alle drie de
fabrieken tesamen 10.000 scheerapparaten maken waarvan 2000 door *A*~1~,
5000 door *A*~2~ en 3000 door *A*~3~. Uit de totale productie kiest een
inspecteur aselect een scheerapparaat, hoe groot is de kans dat dit
apparaat defect (*D*) is?
Answerlist
----------
* 0,015
* 0,020
* 0,030
* 0,065
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"Dutch","Statistical Literacy","c87d8","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3632","Inferential_Statistics/uva-bayesian-statistics-986-en","uva-bayesian-statistics-986-en","
A company *A* owns three factories, namely *A*~1~, *A*~2~ and *A*~3~, TRUE where razors of the same type are made. The probability of a defective device at *A*~1~, *A*~2~ and *A*~3~ is, respectively: 0.1; 0.06 and 0.05. During a given period, all three factories in aggregate make 10,000 shavers of which 2000 are made by *A*~1~, 5000 by *A*~2~ and 3000 by *A*~3~. From the total production an inspector randomly chooses a shaver and the chosen razor turns out to be defective. What is the probability P(*A*~1~|*D*) that it came from factory *A*~1~?
Answerlist
----------
* 0,015
* 0,020
* 0,030
* 0,308
* 0,065
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"English","Statistical Literacy","88daa","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3633","Inferential_Statistics/uva-bayesian-statistics-986-nl","uva-bayesian-statistics-986-nl","
Een bedrijf *A* bezit drie fabrieken, namelijk *A*~1~, *A*~2~ en *A*~3~,
waar scheerapparaten van hetzelfde type worden gemaakt. De kans op een
defect apparaat bij *A*~1~, *A*~2~ en *A*~3~ is respectievelijk: 0,1;
0,06 en 0,05. Gedurende een bepaalde periode moeten alle drie de
fabrieken in tesamen 10.000 scheerapparaten maken waarvan 2000 door *A*~1~, 5000 door *A*~2~ en 3000 door *A*~3~. Uit de totale productie
kiest een inspecteur aselect een scheerapparaat en het gekozen
scheerapparaat blijkt defect te zijn. Hoe groot is de kans
P(*A*~1~\|*D*) dat het afkomstig is van fabriek *A*~1~?
Answerlist
----------
* 0,015
* 0,020
* 0,030
* 0,308
* 0,065
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"Dutch","Statistical Literacy","86104","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3634","Inferential_Statistics/uva-bayesian-statistics-987-en","uva-bayesian-statistics-987-en","
A company *A* owns three factories, namely *A*~1~, *A*~2~ and *A*~3~, TRUE where razors of the same type are made. During a given period, factory *A*~1~ made 2000 shavers, of which 200 were defective, factory *A*~2~ made 5000 devices during that period, of which 300 were defective, and *A*~3~ made 3000 devices, including 150 defective ones. Together they made 10,000 appliances during this period. A inspector randomly chooses a shaver from the total production. How high is the probability that this device is defective (*D*)?
Answerlist
----------
* 0,015
* 0,02
* 0,03
* 0,065
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"English","Statistical Literacy","1a92c","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3635","Inferential_Statistics/uva-bayesian-statistics-987-nl","uva-bayesian-statistics-987-nl","
Een bedrijf *A* bezit drie fabrieken, namelijk *A*~1~, *A*~2~ en *A*~3~,
waar scheerapparaten van hetzelfde type worden gemaakt. Gedurende een
bepaalde periode maakte fabriek *A*~1~ 2000 scheerapparaten, waarvan er
200 defect waren, fabriek *A*~2~ maakte in die periode 5000 apparaten,
waarvan er 300 defect waren en *A*~3~ maakte 3000 apparaten, waaronder
150 defecte. In deze periode maken ze tesamen 10,000 apparaten. Een
inspecteur kiest aselect uit de totale productie een scheerapparaat. Hoe
groot is dan de kans dat dit apparaat defect (*D*) is?
Answerlist
----------
* 0,015
* 0,02
* 0,03
* 0,065
","schoice","Inferential Statistics/Bayesian Statistics","Conceptual",NA,"Dutch","Statistical Literacy","96cf3","Inferential Statistics/Bayesian Statistics","2026-01-12"
"3636","Inferential_Statistics/uva-binomial-test-1144-en","uva-binomial-test-1144-en","
A pure coin is tossed 200 times. The random variable *X* is: the number of times head is on top. Is *X* a binomial variable and if so, what are *n* and *p*? (p.323, 8.32, knowledge binomial distribution)_____________________________.
Answerlist
----------
* X is not a binomial variable.
* X is a binomial variable, with n = 200 and p = ½.
* X is a binomial variable, with n = 200 and p = 1/200.
* X is a binomial variable, with n =1/2 and p = 200.
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Conceptual",NA,"English","Statistical Literacy","32a2f","Inferential Statistics/Binomial test","2026-01-12"
"3637","Inferential_Statistics/uva-binomial-test-1144-nl","uva-binomial-test-1144-nl","
Een zuiver muntstuk wordt 200 keer gegooid. De toevalsvariabele *X* is:
het aantal keren dat kop boven ligt. Is *X* een binomiale variabele en
zo ja, wat is dan *n* en *p*? (p.323, 8.32, kennis binomiale verdeling)\
Answerlist
----------
* X is geen binomiale variabele.
* X is een binomiale variabele, met n = 200 en p = ½.
* X is een binomiale variabele, met n = 200 en p = 1/200.
* X is een binomiale variabele, met n =1/2 en p = 200.
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test ","Conceptual",NA,"Dutch","Statistical Literacy","cecb8","Inferential Statistics/Binomial test ","2026-01-12"
"3638","Inferential_Statistics/uva-binomial-test-1400-en","uva-binomial-test-1400-en","
The null hypothesis is tested which states that the proportion is 0.2 against the alternative which states that the proportion is greater than 0.2. The significance level used is 0.025. The sample size is 150 and it is assumed that, according to the central limit theorem, the *sampling distribution* is approximately normally distributed. From what proportion can the null hypothesis be rejected?
Answerlist
----------
* 0.2467
* 0.264
* 0.7733
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"English","Statistical Literacy","e8327","Inferential Statistics/Binomial test","2026-01-12"
"3639","Inferential_Statistics/uva-binomial-test-1400-nl","uva-binomial-test-1400-nl","
De nulhypothese wordt getoetst die stelt dat de proportie 0.2 is tegen
het alternatief die stelt dat de proportie groter is dan 0.2. Het
significantieniveau dat wordt gebruikt is 0.025. De steekproefgrootte is
150 en er wordt aangenomen dat volgens de centrale limietstelling de *sampling distribution* bij benadering normaal verdeeld is. Vanaf welke
proportie kan de nulhypothese worden verworpen?
Answerlist
----------
* 0.2467
* 0.264
* 0.7733
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"Dutch","Statistical Literacy","7a595","Inferential Statistics/Binomial test","2026-01-12"
"3640","Inferential_Statistics/uva-binomial-test-1401-en","uva-binomial-test-1401-en","
The null hypothesis is tested which states that the proportion is 0.8 against the alternative which states that the proportion is greater than 0.8. The significance level used is 0.025. The sample size is 50 and it is assumed that, according to the central limit theorem, the *sampling distribution* is approximately normally distributed. From what proportion can the null hypothesis be rejected?
Answerlist
----------
* 0.9109
* 0.94
* 0.98
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"English","Statistical Literacy","31f3b","Inferential Statistics/Binomial test","2026-01-12"
"3641","Inferential_Statistics/uva-binomial-test-1401-nl","uva-binomial-test-1401-nl","
De nulhypothese wordt getoetst die stelt dat de proportie 0.8 is tegen
het alternatief die stelt dat de proportie groter is dan 0.8. Het
significantieniveau dat wordt gebruikt is 0.025. De steekproefgrootte is
50 en er wordt aangenomen dat volgens de centrale limietstelling de *sampling distribution* bij benadering normaal verdeeld is. Vanaf welke
proportie kan de nulhypothese worden verworpen?
Answerlist
----------
* 0.9109
* 0.94
* 0.98
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"Dutch","Statistical Literacy","4c77a","Inferential Statistics/Binomial test","2026-01-12"
"3642","Inferential_Statistics/uva-binomial-test-1402-en","uva-binomial-test-1402-en","
The null hypothesis is tested which states that the proportion is 0.5 against the alternative which states that the proportion is greater than 0.5. The significance level used is 0.025. The sample size is 190 and it is assumed that according to the central limit theorem the *sampling distribution* is approximately normally distributed. From what proportion can the null hypothesis be rejected?
Answerlist
----------
* 0.5526
* 0.5632
* 0.5711
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"English","Statistical Literacy","3e867","Inferential Statistics/Binomial test","2026-01-12"
"3643","Inferential_Statistics/uva-binomial-test-1402-nl","uva-binomial-test-1402-nl","
De nulhypothese wordt getoetst die stelt dat de proportie 0.5 is tegen
het alternatief die stelt dat de proportie groter is dan 0.5. Het
significantieniveau dat wordt gebruikt is 0.025. De steekproefgrootte is
190 en er wordt aangenomen dat volgens de centrale limietstelling de *sampling distribution* bij benadering normaal verdeeld is. Vanaf welke
proportie kan de nulhypothese worden verworpen?
Answerlist
----------
* 0.5526
* 0.5632
* 0.5711
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"Dutch","Statistical Literacy","56f23","Inferential Statistics/Binomial test","2026-01-12"
"3644","Inferential_Statistics/uva-binomial-test-1403-en","uva-binomial-test-1403-en","
The null hypothesis is tested which states that the proportion is 0.5 against the alternative which states that the proportion is greater than 0.5. The significance level used is 0.025. The sample size is 130 and it is assumed that, according to the central limit theorem, the *sampling distribution* is approximately normally distributed. From what proportion can the null hypothesis be rejected?
Answerlist
----------
* 0.4077
* 0.586
* 0.6308
","schoice","Inferential Statistics/Non-parametric Techniques/Binomial test","Calculation",NA,"English","Statistical Literacy","8864a","Inferential Statistics/Binomial test","2026-01-12"
